world_cup_year,host_country,match_id,stage,match_date,home_team,away_team,stadium,city,attendance,stadium_capacity,attendance_status,final_flag,extra_time_flag,penalty_flag,host_team_flag,opening_match_flag,avg_per_match_benchmark_m,final_benchmark_m,opening_benchmark_m,stage_weight,attendance_ratio,attendance_factor,host_factor,suspense_factor,raw_index,scale_factor,override_viewers_m,estimated_global_viewers_m,model_note,source_bridge
2014,Brazil,2014_58,quarter-finals,2014-07-04,Brazil,Colombia,Estádio Castelão,Fortaleza,60342.0,63000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,1.25,0.9578095238095238,1.137342857142857,1.25,1.0,1.777098214285714,160.77321028481182,,285.70978490212065,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; host-team uplift; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2014,Brazil,2014_59,quarter-finals,2014-07-05,Argentina,Belgium,Estádio Nacional,Brasília,68551.0,70000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,1.25,0.9793,1.14379,1.0,1.0,1.4297375,160.77321028481182,,229.86348773958116,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2014,Brazil,2014_60,quarter-finals,2014-07-05,Netherlands,Costa Rica,Arena Fonte Nova,Salvador,51179.0,52000,real_match_attendance,0,1,1,0,0,186.7,1010.0,0.0,1.25,0.9842115384615384,1.1452634615384616,1.0,1.2000000000000002,1.7178951923076926,160.77321028481182,,276.1915250001519,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2014,Brazil,2014_61,semi-finals,2014-07-08,Brazil,Germany,Estádio Mineirão,Belo Horizonte,58141.0,43000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,1.55,1.3521162790697674,1.2556348837209301,1.25,1.0,2.432792587209302,160.77321028481182,,391.1278742027325,Modeled from Layer A average-per-match benchmark; stage=semi-finals; host-team uplift; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2014,Brazil,2014_62,semi-finals,2014-07-09,Netherlands,Argentina,Arena Corinthians,São Paulo,63267.0,63000,real_match_attendance,0,1,1,0,0,186.7,1010.0,0.0,1.55,1.0042380952380952,1.1512714285714285,1.0,1.2000000000000002,2.1413648571428574,160.77321028481182,,344.27410247393465,Modeled from Layer A average-per-match benchmark; stage=semi-finals; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2014,Brazil,2014_63,third-place match,2014-07-12,Brazil,Netherlands,Estádio Nacional,Brasília,68034.0,70000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,0.95,0.9719142857142857,1.1415742857142857,1.25,1.0,1.3556194642857142,160.77321028481182,,217.94729319779108,Modeled from Layer A average-per-match benchmark; stage=third-place match; host-team uplift; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2014,Brazil,2014_64,final,2014-07-13,Germany,Argentina,Estádio do Maracanã,Rio de Janeiro,74738.0,200000,real_match_attendance,0,1,0,0,0,186.7,1010.0,0.0,1.0,0.37369,0.9621069999999999,1.0,1.08,1.03907556,160.77321028481182,,167.05551350968858,Modeled from Layer A average-per-match benchmark; stage=final; attendance_status=real_match_attendance,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_01,group stage,2018-06-14,Russia,Saudi Arabia,Luzhniki Stadium,Moscow,78505.0,78000,estimated_from_official_total,0,0,0,1,1,191.0,1120.0,0.0,0.82,1.006474358974359,1.1519423076923077,1.25,1.0,1.1807408653846154,163.77846842192636,,193.37993053587223,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_02,group stage,2018-06-15,Egypt,Uruguay,Central Stadium,Yekaterinburg,31632.0,33000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_03,group stage,2018-06-15,Morocco,Iran,Krestovsky Stadium,Saint Petersburg,61347.0,64000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.958546875,1.1375640625,1.0,1.0,0.93280253125,163.77846842192636,,152.7729699082211,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_04,group stage,2018-06-15,Portugal,Spain,Fisht Olympic Stadium,Sochi,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_05,group stage,2018-06-16,France,Australia,Kazan Arena,Kazan,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_06,group stage,2018-06-16,Argentina,Iceland,Otkritie Arena,Moscow,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_07,group stage,2018-06-16,Peru,Denmark,Mordovia Arena,Saransk,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_08,group stage,2018-06-16,Croatia,Nigeria,Kaliningrad Stadium,Kaliningrad,32591.0,34000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585588235294118,1.1375676470588236,1.0,1.0,0.9328054705882353,163.77846842192636,,152.77345130853544,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_09,group stage,2018-06-17,Costa Rica,Serbia,Samara Arena,Samara,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_10,group stage,2018-06-17,Germany,Mexico,Luzhniki Stadium,Moscow,74767.0,78000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.958551282051282,1.1375653846153846,1.0,1.0,0.9328036153846153,163.77846842192636,,152.77314746612797,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_11,group stage,2018-06-17,Brazil,Switzerland,Rostov Arena,Rostov-on-Don,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_12,group stage,2018-06-18,Sweden,South Korea,Nizhny Novgorod Stadium,Nizhny Novgorod,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_13,group stage,2018-06-18,Belgium,Panama,Fisht Olympic Stadium,Sochi,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_14,group stage,2018-06-18,Tunisia,England,Volgograd Arena,Volgograd,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_15,group stage,2018-06-19,Colombia,Japan,Mordovia Arena,Saransk,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_16,group stage,2018-06-19,Poland,Senegal,Otkritie Arena,Moscow,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_17,group stage,2018-06-19,Russia,Egypt,Krestovsky Stadium,Saint Petersburg,64415.0,64000,estimated_from_official_total,0,0,0,1,0,191.0,1120.0,0.0,0.82,1.006484375,1.1519453125,1.25,1.0,1.1807439453125,163.77846842192636,,193.38043496174402,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_18,group stage,2018-06-20,Portugal,Morocco,Luzhniki Stadium,Moscow,74767.0,78000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.958551282051282,1.1375653846153846,1.0,1.0,0.9328036153846153,163.77846842192636,,152.77314746612797,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_19,group stage,2018-06-20,Uruguay,Saudi Arabia,Rostov Arena,Rostov-on-Don,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_20,group stage,2018-06-20,Iran,Spain,Kazan Arena,Kazan,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_21,group stage,2018-06-21,Denmark,Australia,Samara Arena,Samara,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_22,group stage,2018-06-21,France,Peru,Central Stadium,Yekaterinburg,31632.0,33000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_23,group stage,2018-06-21,Argentina,Croatia,Nizhny Novgorod Stadium,Nizhny Novgorod,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_24,group stage,2018-06-22,Brazil,Costa Rica,Krestovsky Stadium,Saint Petersburg,61347.0,64000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.958546875,1.1375640625,1.0,1.0,0.93280253125,163.77846842192636,,152.7729699082211,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_25,group stage,2018-06-22,Nigeria,Iceland,Volgograd Arena,Volgograd,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_26,group stage,2018-06-22,Serbia,Switzerland,Kaliningrad Stadium,Kaliningrad,32591.0,34000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585588235294118,1.1375676470588236,1.0,1.0,0.9328054705882353,163.77846842192636,,152.77345130853544,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_27,group stage,2018-06-23,Belgium,Tunisia,Otkritie Arena,Moscow,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_28,group stage,2018-06-23,South Korea,Mexico,Rostov Arena,Rostov-on-Don,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_29,group stage,2018-06-23,Germany,Sweden,Fisht Olympic Stadium,Sochi,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_30,group stage,2018-06-24,England,Panama,Nizhny Novgorod Stadium,Nizhny Novgorod,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_31,group stage,2018-06-24,Japan,Senegal,Central Stadium,Yekaterinburg,31632.0,33000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_32,group stage,2018-06-24,Poland,Colombia,Kazan Arena,Kazan,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_33,group stage,2018-06-25,Saudi Arabia,Egypt,Volgograd Arena,Volgograd,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_34,group stage,2018-06-25,Uruguay,Russia,Samara Arena,Samara,42272.0,42000,estimated_from_official_total,0,0,0,1,0,191.0,1120.0,0.0,0.82,1.0064761904761905,1.1519428571428572,1.25,1.0,1.1807414285714284,163.77846842192636,,193.3800227737459,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_35,group stage,2018-06-25,Spain,Morocco,Kaliningrad Stadium,Kaliningrad,32591.0,34000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585588235294118,1.1375676470588236,1.0,1.0,0.9328054705882353,163.77846842192636,,152.77345130853544,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_36,group stage,2018-06-25,Iran,Portugal,Mordovia Arena,Saransk,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_37,group stage,2018-06-26,Australia,Peru,Fisht Olympic Stadium,Sochi,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_38,group stage,2018-06-26,Denmark,France,Luzhniki Stadium,Moscow,74767.0,78000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.958551282051282,1.1375653846153846,1.0,1.0,0.9328036153846153,163.77846842192636,,152.77314746612797,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_39,group stage,2018-06-26,Iceland,Croatia,Rostov Arena,Rostov-on-Don,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_40,group stage,2018-06-26,Nigeria,Argentina,Krestovsky Stadium,Saint Petersburg,61347.0,64000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.958546875,1.1375640625,1.0,1.0,0.93280253125,163.77846842192636,,152.7729699082211,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_41,group stage,2018-06-27,South Korea,Germany,Kazan Arena,Kazan,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_42,group stage,2018-06-27,Mexico,Sweden,Central Stadium,Yekaterinburg,31632.0,33000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_43,group stage,2018-06-27,Serbia,Brazil,Otkritie Arena,Moscow,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_44,group stage,2018-06-27,Switzerland,Costa Rica,Nizhny Novgorod Stadium,Nizhny Novgorod,41218.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585581395348837,1.137567441860465,1.0,1.0,0.9328053023255813,163.77846842192636,,152.7734237507357,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_45,group stage,2018-06-28,Japan,Poland,Volgograd Arena,Volgograd,42176.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585454545454546,1.1375636363636363,1.0,1.0,0.9328021818181818,163.77846842192636,,152.7729126788131,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_46,group stage,2018-06-28,Senegal,Colombia,Samara Arena,Samara,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_47,group stage,2018-06-28,England,Belgium,Kaliningrad Stadium,Kaliningrad,32591.0,34000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585588235294118,1.1375676470588236,1.0,1.0,0.9328054705882353,163.77846842192636,,152.77345130853544,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_48,group stage,2018-06-28,Panama,Tunisia,Mordovia Arena,Saransk,40259.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,0.82,0.9585476190476191,1.1375642857142858,1.0,1.0,0.9328027142857143,163.77846842192636,,152.77299988553006,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_49,round of 16,2018-06-30,France,Argentina,Kazan Arena,Kazan,43279.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.05,1.0064883720930233,1.1519465116279068,1.0,1.0,1.2095438372093021,163.77846842192636,,198.09723714731933,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_50,round of 16,2018-06-30,Uruguay,Portugal,Fisht Olympic Stadium,Sochi,44285.0,44000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.05,1.0064772727272728,1.1519431818181818,1.0,1.0,1.209540340909091,163.77846842192636,,198.0966645286256,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_51,round of 16,2018-07-01,Spain,Russia,Luzhniki Stadium,Moscow,82431.0,78000,estimated_from_official_total,0,1,1,1,0,191.0,1120.0,0.0,1.05,1.0568076923076923,1.1670423076923075,1.25,1.2000000000000002,1.8380916346153846,163.77846842192636,,301.03983273646276,Modeled from Layer A average-per-match benchmark; stage=round of 16; host-team uplift; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_52,round of 16,2018-07-01,Croatia,Denmark,Nizhny Novgorod Stadium,Nizhny Novgorod,43279.0,43000,estimated_from_official_total,0,1,1,0,0,191.0,1120.0,0.0,1.05,1.0064883720930233,1.1519465116279068,1.0,1.2000000000000002,1.4514526046511629,163.77846842192636,,237.71668457678325,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_53,round of 16,2018-07-02,Brazil,Mexico,Samara Arena,Samara,42272.0,42000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.05,1.0064761904761905,1.1519428571428572,1.0,1.0,1.20954,163.77846842192636,,198.09660869505683,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_54,round of 16,2018-07-02,Belgium,Japan,Rostov Arena,Rostov-on-Don,43279.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.05,1.0064883720930233,1.1519465116279068,1.0,1.0,1.2095438372093021,163.77846842192636,,198.09723714731933,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_55,round of 16,2018-07-03,Sweden,Switzerland,Krestovsky Stadium,Saint Petersburg,64415.0,64000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.05,1.006484375,1.1519453125,1.0,1.0,1.2095425781250002,163.77846842192636,,198.09703093642074,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_56,round of 16,2018-07-03,Colombia,England,Otkritie Arena,Moscow,44285.0,44000,estimated_from_official_total,0,1,1,0,0,191.0,1120.0,0.0,1.05,1.0064772727272728,1.1519431818181818,1.0,1.2000000000000002,1.4514484090909094,163.77846842192636,,237.71599743435078,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
2018,Russia,2018_57,quarter-finals,2018-07-06,Uruguay,France,Nizhny Novgorod Stadium,Nizhny Novgorod,45339.0,43000,estimated_from_official_total,0,0,0,0,0,191.0,1120.0,0.0,1.25,1.0543953488372093,1.1663186046511629,1.0,1.0,1.4578982558139537,163.77846842192636,,238.77234345220714,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance_status=estimated_from_official_total,Layer A global benchmarks + updated Dataset 1 attendance
